time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2013-06-23T15:16:44.000Z,37.8938,-122.1063,7.6,1.8,Md,,61.2,0.04491576,0.12,nc,nc72014065,2013-06-29T00:40:11.161Z,"1km NE of Lafayette, California",earthquake
2013-06-08T16:26:16.100Z,37.8962,-122.2033,4.8,0.8,Md,,86.4,0.01796631,0.17,nc,nc72004475,2013-06-20T02:02:15.098Z,"2km NW of Orinda, California",earthquake
2013-06-04T21:32:06.400Z,37.8863,-122.2112,13,1.5,Md,,68.4,0.00898315,0.07,nc,nc72002315,2013-06-04T21:47:09.532Z,"2km WNW of Orinda, California",earthquake
2013-05-30T19:38:35.400Z,37.8088,-122.2015,11.6,1.1,Md,,72,0.03593261,0.16,nc,nc72003116,2013-09-27T02:06:59.766Z,"3km ESE of Piedmont, California",earthquake
2013-05-25T20:53:14.200Z,37.9293,-122.2993,8.1,2,Md,,46.8,0.06288207,0.1,nc,nc72000031,2013-05-25T22:11:11.604Z,"1km NE of El Cerrito, California",earthquake
2013-05-15T03:23:30.800Z,37.8885,-122.2615,9.4,1,Md,,79.2,0.01796631,0.07,nc,nc71991676,2013-05-15T03:35:11.065Z,"2km NNE of Berkeley, California",earthquake
2013-05-12T02:26:03.700Z,37.8777,-122.2532,9.7,1.3,Md,,46.8,0,0.14,nc,nc71990011,2013-05-17T05:43:08.057Z,"1km ENE of Berkeley, California",earthquake
2013-05-07T09:33:44.400Z,37.9002,-122.3042,6.7,0.7,Md,,172.8,0.02694946,0.11,nc,nc71987121,2013-05-07T21:43:42.639Z,"1km SSE of El Cerrito, California",earthquake
2013-05-06T14:20:20.200Z,37.8725,-122.2613,8.8,1.6,Md,,32.4,0,0.15,nc,nc71986486,2013-05-11T03:03:11.289Z,"1km E of Berkeley, California",earthquake
2013-04-16T10:44:18.000Z,37.9323,-122.3075,7.6,1.6,Md,,46.8,0.02694946,0.15,nc,nc71972095,2013-04-20T03:48:07.043Z,"1km N of El Cerrito, California",earthquake
2013-04-13T00:57:33.000Z,37.8655,-122.2568,9.8,0.7,Md,,82.8,0.00898315,0.23,nc,nc71970445,2013-04-19T00:17:20.670Z,"1km ESE of Berkeley, California",earthquake
2013-04-08T22:34:01.300Z,37.9062,-122.2915,3.7,1.7,Md,,46.8,0.00898315,0.13,nc,nc71968375,2013-04-10T21:05:14.771Z,"1km WSW of Kensington, California",earthquake
2013-04-07T14:57:45.500Z,37.832,-122.2453,6.6,0.9,Md,,72,0.02694946,0.13,nc,nc71967750,2013-04-10T23:51:03.782Z,"1km NW of Piedmont, California",earthquake
2013-04-06T13:33:03.300Z,37.858,-122.2478,8.3,0.5,Md,,57.6,0.01796631,0.07,nc,nc71967175,2013-04-10T01:51:11.090Z,"2km SE of Berkeley, California",earthquake
2013-04-02T01:01:24.400Z,37.8963,-122.2338,9.8,0.8,Md,,50.4,0.01796631,0.17,nc,nc71964720,2013-04-06T02:07:09.706Z,"4km NE of Berkeley, California",earthquake
2013-03-30T06:29:42.000Z,37.9162,-122.2993,4.4,0.8,Md,,64.8,0.02694946,0.2,nc,nc71963085,2013-04-05T22:33:55.811Z,"1km E of El Cerrito, California",earthquake
2013-03-25T18:43:20.000Z,37.8557,-122.295,10.7,1.7,Md,,57.6,0.04491576,0.08,nc,nc71960475,2013-03-25T22:21:11.784Z,"2km SW of Berkeley, California",earthquake
2013-03-21T06:04:03.000Z,37.8577,-122.2308,6.6,0.5,Md,,162,0.01796631,0.08,nc,nc71957805,2013-03-22T16:36:03.656Z,"3km N of Piedmont, California",earthquake
2013-03-15T09:49:34.600Z,37.935,-122.1013,7.2,0.8,Md,,122.4,0.04491576,0.15,nc,nc71955280,2013-03-15T23:37:02.379Z,"3km WSW of Pleasant Hill, California",earthquake
2013-03-13T22:08:39.400Z,37.9297,-122.3125,0.3,0.9,Md,,68.4,0,0.25,nc,nc71953795,2013-03-19T01:56:42.843Z,"1km N of El Cerrito, California",earthquake
2013-03-07T02:27:03.000Z,37.8663,-122.2037,7.9,0.8,Md,,68.4,0.00898315,0.11,nc,nc71949600,2013-03-07T18:53:13.853Z,"2km WSW of Orinda, California",earthquake
2013-02-23T13:21:56.800Z,37.8768,-122.2615,8.6,0.8,Md,,75.6,0,0.09,nc,nc71942805,2013-02-27T03:11:23.319Z,"1km ENE of Berkeley, California",earthquake
2013-02-23T06:57:21.900Z,37.877,-122.26,8.9,0.8,Md,,75.6,0.00898315,0.09,nc,nc71942740,2013-02-27T02:55:21.410Z,"1km ENE of Berkeley, California",earthquake
2013-02-23T06:55:47.900Z,37.8802,-122.2655,8.4,1,Md,,64.8,0.00898315,0.12,nc,nc71942735,2013-02-27T02:44:55.155Z,"1km NNE of Berkeley, California",earthquake
2013-02-22T06:59:41.300Z,37.8555,-122.2478,13.5,0.7,Md,,79.2,0.01796631,0.12,nc,nc71942180,2013-02-27T01:44:02.908Z,"2km SE of Berkeley, California",earthquake
2013-02-21T14:19:58.600Z,37.8945,-122.2282,8.3,0.7,Md,,79.2,0.00898315,0.09,nc,nc71941615,2013-02-27T01:24:55.623Z,"4km ENE of Berkeley, California",earthquake
2013-02-21T10:27:22.500Z,37.85,-122.2005,9.4,0.7,Md,,93.6,0.00898315,0.08,nc,nc71941525,2013-02-27T01:05:13.247Z,"3km SSW of Orinda, California",earthquake
2013-02-04T05:36:13.200Z,37.9323,-122.314,8.6,0.7,Md,,64.8,0.02694946,0.14,nc,nc71934791,2013-02-08T03:56:39.203Z,"1km N of El Cerrito, California",earthquake
2013-01-26T00:59:17.300Z,37.8817,-122.2333,8.1,1.8,Md,,28.8,0.00898315,0.13,nc,nc71928861,2014-04-09T11:24:26.916Z,"3km ENE of Berkeley, California",earthquake
2013-01-25T05:12:27.530Z,37.883,-122.232,8.3,2,md,12,146.3,,,pde,pde20130125051227530_8,2014-04-09T11:24:13.371Z,"San Francisco Bay area, California",earthquake
2012-10-21T03:02:24.430Z,37.864,-122.255,7.1,2.4,md,21,55.3,,,pde,pde20121021030224430_7,2014-04-09T11:13:00.824Z,"San Francisco Bay area, California",earthquake
2012-09-28T16:25:55.700Z,37.853,-122.249,6.9,2.7,md,26,47.9,,,pde,pde20120928162555700_6,2014-04-09T11:10:17.663Z,"San Francisco Bay area, California",earthquake
2012-09-27T05:25:47.810Z,37.853,-122.247,7.1,2.2,md,33,47.8,,,pde,pde20120927052547810_7,2014-04-09T11:09:56.940Z,"San Francisco Bay area, California",earthquake
2012-08-27T01:52:37.530Z,37.875,-122.253,9.2,2,md,31,52.8,,,pde,pde20120827015237530_9,2014-04-09T11:07:26.241Z,"San Francisco Bay area, California",earthquake
2012-07-21T19:19:11.240Z,37.912,-122.301,1.4,1.8,md,8,94.9,,,pde,pde20120721191911240_1,2014-04-09T11:03:22.996Z,"San Francisco Bay area, California",earthquake
2012-07-05T03:40:35.090Z,37.856,-122.246,9,2.5,md,44,48.2,,,pde,pde20120705034035090_9,2014-04-09T11:02:27.848Z,"San Francisco Bay area, California",earthquake
2012-06-26T16:00:20.860Z,37.924,-122.313,3.1,2.1,md,9,96.9,,,pde,pde20120626160020860_3,2014-04-09T11:00:21.347Z,"San Francisco Bay area, California",earthquake
2012-04-04T01:38:57.400Z,37.877,-122.26,8.9,2.1,md,34,54.1,,,pde,pde20120404013857400_8,2014-04-09T10:52:20.387Z,"San Francisco Bay area, California",earthquake
2012-03-21T16:12:32.200Z,37.904,-122.212,7.1,2,md,33,32,,,pde,pde20120321161232200_7,2014-04-09T10:50:43.302Z,"San Francisco Bay area, California",earthquake
2012-03-12T14:55:33.260Z,37.929,-122.3,7.7,2.3,md,40,,,,pde,pde20120312145533260_7,2014-04-09T10:49:28.045Z,"San Francisco Bay area, California",earthquake
2012-03-12T03:24:31.920Z,37.93,-122.304,8.2,2,md,34,82.2,,,pde,pde20120312032431920_8,2014-04-09T10:49:11.945Z,"San Francisco Bay area, California",earthquake
2012-03-05T13:33:20.450Z,37.927,-122.31,8.1,4,mwr,89,135.9,,,pde,pde20120305133320450_8,2013-12-13T22:39:51.621Z,"San Francisco Bay area, California",earthquake
2012-03-05T13:33:12.590Z,37.927,-122.303,8.1,3.4,ml,81,59.2,,,pde,pde20120305133312590_8,2014-04-09T10:49:19.180Z,"San Francisco Bay area, California",earthquake
2012-03-04T04:00:40.130Z,37.883,-122.219,4.3,1.6,md,19,56.4,,,pde,pde20120304040040130_4,2014-04-09T10:48:53.325Z,"San Francisco Bay area, California",earthquake
2011-12-27T22:59:57.970Z,37.881,-122.247,9.9,2.2,md,4,178.3,,,pde,pde20111227225957970_9,2014-04-09T10:38:51.275Z,"San Francisco Bay area, California",earthquake
2011-12-23T05:18:47.950Z,37.873,-122.263,9.5,2.8,md,61,53.8,,,pde,pde20111223051847950_9,2014-04-09T10:38:20.308Z,"San Francisco Bay area, California",earthquake
2011-12-01T07:10:30.090Z,37.876,-122.255,9.1,2.3,md,18,111.1,,,pde,pde20111201071030090_9,2014-04-09T10:35:43.396Z,"San Francisco Bay area, California",earthquake
2011-11-05T21:52:18.500Z,37.849,-122.236,6.4,3.1,ml,72,45.9,,,pde,pde20111105215218500_6,2014-04-09T10:31:59.604Z,"San Francisco Bay area, California",earthquake
2011-11-05T07:14:58.670Z,37.855,-122.242,8.1,1.9,md,28,48,,,pde,pde20111105071458670_8,2014-04-09T10:31:55.577Z,"San Francisco Bay area, California",earthquake
2011-10-31T09:42:30.360Z,37.868,-122.252,9.2,2.5,md,59,51.3,,,pde,pde20111031094230360_9,2014-04-09T10:31:02.543Z,"San Francisco Bay area, California",earthquake
2011-10-27T12:36:44.290Z,37.873,-122.251,9.7,3.6,mwr,84,52.1,,,pde,pde20111027123644290_9,2013-12-13T22:22:10.151Z,"San Francisco Bay area, California",earthquake
2011-10-22T07:45:43.740Z,37.85,-122.247,7.2,2.5,md,49,47.1,,,pde,pde20111022074543740_7,2014-04-09T10:29:07.480Z,"San Francisco Bay area, California",earthquake
2011-10-22T07:06:37.070Z,37.853,-122.247,7.7,2.8,md,59,47.7,,,pde,pde20111022070637070_7,2014-04-09T10:29:05.193Z,"San Francisco Bay area, California",earthquake
2011-10-21T03:16:05.260Z,37.861,-122.257,8,3.8,mwr,54,146.3,,,pde,pde20111021031605260_8,2013-12-13T22:21:11.729Z,"San Francisco Bay area, California",earthquake
2011-10-20T21:41:04.200Z,37.856,-122.253,8.2,3.9,mwr,118,130.8,,,pde,pde20111020214104200_8,2013-08-10T13:12:29.778Z,"San Francisco Bay area, California",earthquake
2011-08-26T18:40:31.190Z,37.869,-122.255,8.2,2.1,md,4,149.9,,,pde,pde20110826184031190_8,2014-04-09T10:21:50.718Z,"San Francisco Bay area, California",earthquake
2011-07-16T10:51:26.250Z,37.863,-122.25,6.4,3.3,mwr,20,93.9,,,pde,pde20110716105126250_6,2014-04-09T10:18:14.371Z,"San Francisco Bay area, California",earthquake
2010-09-05T07:18:26.960Z,37.808,-122.234,4.8,2.3,md,6,134.8,,,pde,pde20100905071826960_4,2014-04-09T09:18:32.310Z,"San Francisco Bay area, California",earthquake
2010-08-25T16:58:22.080Z,37.813,-122.239,4.8,2.2,md,7,147.3,,,pde,pde20100825165822080_4,2014-04-09T09:15:52.310Z,"San Francisco Bay area, California",earthquake
2010-03-10T17:23:41.980Z,37.903,-122.124,11.2,2.1,md,11,122.7,,,pde,pde20100310172341980_11,2014-04-09T08:17:34.604Z,"San Francisco Bay area, California",earthquake
2010-01-26T12:53:04.050Z,37.877,-122.257,9.4,2.2,md,5,113,,,pde,pde20100126125304050_9,2014-04-09T08:01:17.341Z,"San Francisco Bay area, California",earthquake
2010-01-06T03:45:33.430Z,37.809,-122.224,3.8,1.8,md,3,153.6,,,pde,pde20100106034533430_3,2014-04-09T07:52:11.916Z,"San Francisco Bay area, California",earthquake
2009-08-24T07:05:51.730Z,37.926,-122.299,8.6,2.5,md,6,104.2,,,pde,pde20090824070551730_8,2014-04-09T07:33:18.523Z,"San Francisco Bay area, California",earthquake
2009-08-11T16:05:46.320Z,37.852,-122.215,9.1,0,,5,133.7,,,pde,pde20090811160546320_9,2014-04-09T07:32:37.299Z,"San Francisco Bay area, California",earthquake
2009-08-03T06:52:04.340Z,37.823,-122.22,12.1,0,,6,101.5,,,pde,pde20090803065204340_12,2014-04-09T07:32:01.808Z,"San Francisco Bay area, California",earthquake
2009-06-06T22:30:56.180Z,37.918,-122.304,5.7,3.3,ml,14,101.1,,,pde,pde20090606223056180_5,2014-04-09T06:38:54.061Z,"San Francisco Bay area, California",earthquake
2009-05-13T23:59:57.840Z,37.861,-122.229,10.6,2.4,md,4,125.7,,,pde,pde20090513235957840_10,2014-04-09T07:22:18.971Z,"San Francisco Bay area, California",earthquake
2009-05-13T22:34:05.400Z,37.863,-122.231,11,3.1,ml,10,90.7,,,pde,pde20090513223405400_11,2014-04-09T07:22:16.343Z,"San Francisco Bay area, California",earthquake
2009-05-05T06:46:45.070Z,37.861,-122.246,11.1,2.4,md,4,143.4,,,pde,pde20090505064645070_11,2014-04-09T07:21:42.242Z,"San Francisco Bay area, California",earthquake
2009-04-27T10:15:26.740Z,37.862,-122.244,10.4,2.4,md,6,108.8,,,pde,pde20090427101526740_10,2014-04-09T07:21:19.763Z,"San Francisco Bay area, California",earthquake
2009-01-11T16:59:44.680Z,37.788,-122.215,9.1,2.1,md,5,107,,,pde,pde20090111165944680_9,2014-04-09T07:13:49.943Z,"San Francisco Bay area, California",earthquake
2008-10-10T23:19:10.910Z,37.837,-122.215,12.7,3.1,ml,8,87.8,,,pde,pde20081010231910910_12,2014-08-08T00:04:42.986Z,"San Francisco Bay area, California",earthquake
2008-08-10T20:50:05.690Z,37.863,-122.244,10.8,2.7,md,3,149.3,,,pde,pde20080810205005690_10,2013-03-16T01:42:16.514Z,"San Francisco Bay area, California",earthquake
2007-09-12T22:55:06.640Z,37.812,-122.217,5.2,2.6,md,6,152.9,,,pde,pde20070912225506640_5,2013-03-16T01:36:57.938Z,"San Francisco Bay area, California",earthquake
2007-08-28T23:05:35.510Z,37.857,-122.247,7.6,3,ml,8,150.2,,,pde,pde20070828230535510_7,2014-08-07T20:14:06.163Z,"San Francisco Bay area, California",earthquake
2007-08-27T10:13:16.370Z,37.857,-122.248,7.8,2.4,md,5,150.3,,,pde,pde20070827101316370_7,2013-03-16T01:36:42.158Z,"San Francisco Bay area, California",earthquake
2007-08-15T07:13:10.090Z,37.804,-122.193,5.7,3.2,mwr,13,159.1,,,pde,pde20070815071310090_5,2014-08-07T23:55:26.479Z,"San Francisco Bay area, California",earthquake
2007-08-12T06:45:33.460Z,37.907,-122.293,5.6,2.6,md,7,147.7,,,pde,pde20070812064533460_5,2013-03-16T01:36:28.421Z,"San Francisco Bay area, California",earthquake
2007-07-21T00:48:55.320Z,37.81,-122.199,5.8,2.7,md,5,151.8,,,pde,pde20070721004855320_5,2013-03-16T01:36:03.068Z,"San Francisco Bay area, California",earthquake
2007-07-20T11:42:22.360Z,37.804,-122.193,5.3,4.2,mwr,41,152,,,pde,pde20070720114222360_5,2014-08-08T23:50:34.760Z,"San Francisco Bay area, California",earthquake
2007-07-03T16:11:13.820Z,37.885,-122.208,6.8,2.7,md,6,196.6,,,pde,pde20070703161113820_6,2013-03-16T01:35:45.666Z,"San Francisco Bay area, California",earthquake
2007-05-02T19:20:19.760Z,37.855,-122.287,8.4,2.9,md,6,153.3,,,pde,pde20070502192019760_8,2014-04-09T06:47:24.459Z,"San Francisco Bay area, California",earthquake
2007-03-02T04:46:13.410Z,37.898,-122.111,15.3,2.7,md,5,173.2,,,pde,pde20070302044613410_15,2013-03-16T01:33:51.736Z,"San Francisco Bay area, California",earthquake
2007-03-02T04:40:00.750Z,37.897,-122.111,16.2,4.2,mwr,67,74.2,,,pde,pde20070302044000750_16,2014-08-08T02:51:42.834Z,"San Francisco Bay area, California",earthquake
2007-02-25T05:34:31.850Z,37.857,-122.25,8.7,2.6,md,4,150.4,,,pde,pde20070225053431850_8,2013-03-16T01:33:45.077Z,"San Francisco Bay area, California",earthquake
2007-02-23T23:46:15.000Z,37.865,-122.241,11.4,3.3,mwr,13,148.9,,,pde,pde20070223234615000_11,2013-03-16T01:33:44.154Z,"San Francisco Bay area, California",earthquake
2006-12-28T13:37:01.360Z,37.851,-122.241,9.4,2.8,md,4,129.2,,,pde,pde20061228133701360_9,2013-03-16T01:32:50.053Z,"San Francisco Bay area, California",earthquake
2006-12-23T17:21:15.110Z,37.859,-122.248,9.5,3.4,mwr,19,93.6,,,pde,pde20061223172115110_9,2014-08-07T19:56:21.528Z,"San Francisco Bay area, California",earthquake
2006-12-23T06:49:57.000Z,37.861,-122.237,10,3.6,mwr,14,91.7,,,pde,pde20061223064957000_10,2013-03-16T01:32:46.503Z,"San Francisco Bay area, California",earthquake
2006-12-21T03:12:28.760Z,37.857,-122.245,8.8,3.6,mwr,13,93,,,pde,pde20061221031228760_8,2013-03-16T01:32:45.578Z,"San Francisco Bay area, California",earthquake
2006-08-24T00:50:08.380Z,37.888,-122.24,7.3,2.8,md,6,91.9,,,pde,pde20060824005008380_7,2014-08-08T16:22:01.518Z,"San Francisco Bay area, California",earthquake
2006-08-17T12:58:20.170Z,37.888,-122.243,7.3,3,md,7,108.1,,,pde,pde20060817125820170_7,2013-03-16T01:30:51.060Z,"San Francisco Bay area, California",earthquake
2006-05-25T05:38:17.710Z,37.811,-122.081,13.4,3.2,ml,13,75.6,,,pde,pde20060525053817710_13,2014-08-07T22:01:36.974Z,"San Francisco Bay area, California",earthquake
2006-04-16T06:37:26.700Z,37.856,-122.242,9,2.8,md,7,109.9,,,pde,pde20060416063726700_9,2013-03-16T01:28:54.901Z,"San Francisco Bay area, California",earthquake
2006-03-02T06:08:15.000Z,37.863,-122.241,9.8,2.9,ml,9,123.6,,,pde,pde20060302060815000_9,2013-03-16T01:28:15.754Z,"San Francisco Bay area, California",earthquake
2006-03-01T19:34:52.090Z,37.858,-122.21,8.5,3.4,ml,10,87.3,,,pde,pde20060301193452090_8,2014-08-07T20:05:11.700Z,"San Francisco Bay area, California",earthquake
2006-03-01T19:24:02.020Z,37.858,-122.209,8.9,2.7,md,8,107.8,,,pde,pde20060301192402020_8,2013-03-16T01:28:15.220Z,"San Francisco Bay area, California",earthquake
2005-11-28T05:37:32.110Z,37.837,-122.231,5.5,2.4,md,6,120.3,,,pde,pde20051128053732110_5,2013-03-16T01:27:09.733Z,"San Francisco Bay area, California",earthquake
2005-10-26T03:54:15.070Z,37.865,-122.249,10.4,2.5,md,4,237.5,,,pde,pde20051026035415070_10,2013-03-16T01:26:46.150Z,"San Francisco Bay area, California",earthquake
2005-10-09T09:01:29.270Z,37.852,-122.242,6.1,2.7,md,6,129.4,,,pde,pde20051009090129270_6,2013-03-16T01:26:32.470Z,"San Francisco Bay area, California",earthquake
2005-09-24T11:25:16.800Z,37.83,-122.221,5.4,3.2,mwr,13,118.1,,,pde,pde20050924112516800_5,2014-08-07T20:15:35.872Z,"San Francisco Bay area, California",earthquake
2005-05-08T22:31:41.000Z,37.844,-122.23,10.3,2.5,md,4,126.7,,,pde,pde20050508223141000_10,2013-03-16T01:24:11.575Z,"San Francisco Bay area, California",earthquake
2005-05-08T10:35:55.300Z,37.836,-122.226,5,3.3,mwr,13,119.3,,,pde,pde20050508103555300_5,2014-08-06T20:26:32.365Z,"San Francisco Bay area, California",earthquake
2004-09-16T03:16:08.860Z,37.852,-122.238,5.4,2.1,md,4,128.7,,,pde,pde20040916031608860_5,2013-03-16T01:20:16.919Z,"San Francisco Bay area, California",earthquake
2004-05-10T20:38:41.000Z,37.913,-122.297,5.9,2.6,md,7,142,,,pde,pde20040510203841000_5,2013-03-16T01:18:43.048Z,"San Francisco Bay area, California",earthquake
2004-03-06T20:01:22.000Z,37.855,-122.24,7.4,2.4,md,5,129.2,,,pde,pde20040306200122000_7,2013-03-16T01:17:51.079Z,"San Francisco Bay area, California",earthquake
2004-01-01T23:04:56.120Z,37.892,-122.188,6.7,2.9,md,4,121.8,,,pde,pde20040101230456120_6,2013-03-16T01:17:02.653Z,"San Francisco Bay area, California",earthquake
2003-12-18T00:22:42.840Z,37.795,-122.221,9.5,3.1,ml,9,114.7,,,pde,pde20031218002242840_9,2014-04-09T06:09:44.199Z,"San Francisco Bay area, California",earthquake
2003-10-20T17:50:09.080Z,37.912,-122.156,8.9,3.4,ml,12,114.3,,,pde,pde20031020175009080_8,2014-04-09T06:45:12.387Z,"San Francisco Bay area, California",earthquake
2003-10-19T15:32:52.130Z,37.907,-122.146,8.5,3.5,ml,12,112.8,,,pde,pde20031019153252130_8,2014-04-09T06:45:09.830Z,"San Francisco Bay area, California",earthquake
2003-10-19T14:35:26.920Z,37.905,-122.152,7.4,2.5,md,4,116.6,,,pde,pde20031019143526920_7,2013-03-16T01:16:05.877Z,"San Francisco Bay area, California",earthquake
2003-09-05T02:43:46.100Z,37.836,-122.224,10.5,2.9,md,15,119,,,pde,pde20030905024346100_10,2014-04-09T06:09:28.483Z,"San Francisco Bay area, California",earthquake
2003-09-05T01:39:53.650Z,37.842,-122.224,11.5,4,mwr,34,119.5,,,pde,pde20030905013953650_11,2014-04-09T06:09:25.158Z,"San Francisco Bay area, California",earthquake
2003-03-24T23:56:53.580Z,37.902,-122.216,8.8,2.4,md,7,127,,,pde,pde20030324235653580_8,2013-03-16T01:13:17.101Z,"San Francisco Bay area, California",earthquake
2001-02-02T03:41:27.600Z,37.785,-122.167,12.5,3.5,ml,27,,,,pde,pde20010202034127600_12,2014-04-09T06:41:44.462Z,"San Francisco Bay area, California",earthquake
2001-02-02T01:22:15.070Z,37.783,-122.171,11.1,2.5,md,6,,,,pde,pde20010202012215070_11,2013-03-16T01:04:22.851Z,"San Francisco Bay area, California",earthquake
1999-10-13T01:04:22.910Z,37.875,-122.238,10.2,2.9,ml,,,,,pde,pde19991013010422910_10,2013-03-16T00:59:25.064Z,"San Francisco Bay area, California",earthquake
1998-12-04T12:16:07.770Z,37.92,-122.287,6.9,3.9,mwr,,,,,pde,pde19981204121607770_6,2013-03-16T00:56:17.452Z,"San Francisco Bay area, California",earthquake
1998-11-03T06:02:16.340Z,37.876,-122.242,9.4,2.3,md,,,,,pde,pde19981103060216340_9,2013-03-16T00:55:59.515Z,"San Francisco Bay area, California",earthquake
1998-06-09T02:26:43.610Z,37.913,-122.285,5.8,2.5,ml,,,,,pde,pde19980609022643610_5,2013-03-16T00:54:30.830Z,"San Francisco Bay area, California",earthquake
1996-05-14T17:51:07.950Z,37.911,-122.289,5.9,2.1,ml,,,,,pde,pde19960514175107950_5,2013-03-16T00:47:10.525Z,"San Francisco Bay area, California",earthquake
1995-12-08T17:03:28.930Z,37.813,-122.189,8,2.6,md,,,,,pde,pde19951208170328930_8,2013-03-16T00:45:33.475Z,"San Francisco Bay area, California",earthquake
1995-12-05T12:03:15.350Z,37.907,-122.193,5.7,2.9,ml,,,,,pde,pde19951205120315350_5,2013-03-16T00:45:30.010Z,"San Francisco Bay area, California",earthquake
1995-12-01T23:11:28.930Z,37.929,-122.29,9.9,3.6,ml,,,,,pde,pde19951201231128930_9,2013-03-16T00:45:24.566Z,"San Francisco Bay area, California",earthquake
1995-03-15T08:22:58.830Z,37.924,-122.295,5,3.2,ml,,,,,pde,pde19950315082258830_5,2013-03-16T00:42:35.537Z,"San Francisco Bay area, California",earthquake
1994-06-26T08:42:50.240Z,37.917,-122.289,7.4,4.2,ml,,,,,pde,pde19940626084250240_7,2013-03-16T00:40:06.681Z,"San Francisco Bay area, California",earthquake
1994-06-26T08:35:07.540Z,37.915,-122.289,5.7,2.3,ml,,,,,pde,pde19940626083507540_5,2013-03-16T00:40:06.679Z,"San Francisco Bay area, California",earthquake
1994-06-26T08:30:35.370Z,37.918,-122.29,6.6,3.1,ml,,,,,pde,pde19940626083035370_6,2013-03-16T00:40:06.662Z,"San Francisco Bay area, California",earthquake
1994-06-24T12:47:19.380Z,37.877,-122.21,8.7,2.7,md,,,,,pde,pde19940624124719380_8,2013-03-16T00:40:06.055Z,"San Francisco Bay area, California",earthquake
1994-04-26T06:05:50.420Z,37.78,-122.211,9.6,2.7,md,,,,,pde,pde19940426060550420_9,2013-03-16T00:39:31.749Z,"San Francisco Bay area, California",earthquake
1994-03-18T15:30:49.660Z,37.917,-122.293,5.6,2.3,ml,,,,,pde,pde19940318153049660_5,2013-03-16T00:39:11.861Z,"San Francisco Bay area, California",earthquake
1993-10-26T05:06:33.950Z,37.879,-122.282,4.8,2.6,md,,,,,pde,pde19931026050633950_4,2013-03-16T00:37:53.055Z,"San Francisco Bay area, California",earthquake
1993-06-06T15:44:50.500Z,37.818,-122.194,10.4,2.4,md,,,,,pde,pde19930606154450500_10,2013-03-16T00:36:24.161Z,"San Francisco Bay area, California",earthquake
1993-05-10T15:40:09.460Z,37.866,-122.234,10.8,2.6,md,,,,,pde,pde19930510154009460_10,2013-03-16T00:36:04.686Z,"San Francisco Bay area, California",earthquake
1993-04-24T06:22:41.700Z,37.855,-122.265,9,2.4,ml,,,,,pde,pde19930424062241700_9,2013-03-16T00:35:53.410Z,"San Francisco Bay area, California",earthquake
1993-03-31T13:38:44.700Z,37.848,-122.25,8,2.3,ml,,,,,pde,pde19930331133844700_8,2013-03-16T00:35:37.496Z,"San Francisco Bay area, California",earthquake
1993-03-25T02:37:24.900Z,37.853,-122.262,9,2.3,ml,,,,,pde,pde19930325023724900_9,2013-03-16T00:35:34.085Z,"San Francisco Bay area, California",earthquake
1993-03-25T02:32:27.000Z,37.86,-122.263,8,2.3,ml,,,,,pde,pde19930325023227000_8,2013-03-16T00:35:34.083Z,"San Francisco Bay area, California",earthquake
1993-02-01T06:29:19.520Z,37.908,-122.282,5.6,2.4,ml,,,,,pde,pde19930201062919520_5,2013-03-16T00:35:04.157Z,"San Francisco Bay area, California",earthquake
1993-01-15T11:13:49.400Z,37.92,-122.288,5,3.2,ml,,,,,pde,pde19930115111349400_5,2013-03-16T00:34:55.951Z,"San Francisco Bay area, California",earthquake
1992-06-20T05:36:25.400Z,37.868,-122.234,10.9,2.8,md,,,,,pde,pde19920620053625400_10,2013-03-16T00:32:53.980Z,"San Francisco Bay area, California",earthquake
1992-05-25T14:02:29.700Z,37.913,-122.298,1,2.4,ml,,,,,pde,pde19920525140229700_1,2013-03-16T00:32:39.017Z,"San Francisco Bay area, California",earthquake
1992-03-30T11:45:14.100Z,37.851,-122.22,3,2.6,ml,,,,,pde,pde19920330114514100_3,2013-03-16T00:32:06.801Z,"San Francisco Bay area, California",earthquake
1991-12-17T18:13:40.500Z,37.932,-122.292,5,3.1,ml,,,,,pde,pde19911217181340500_5,2013-03-16T00:31:15.033Z,"San Francisco Bay area, California",earthquake
1991-11-26T12:39:23.900Z,37.868,-122.243,9,2.5,ml,,,,,pde,pde19911126123923900_9,2013-03-16T00:31:02.489Z,"San Francisco Bay area, California",earthquake
1990-08-25T11:47:30.300Z,37.855,-122.24,4,3.5,ml,,,,,pde,pde19900825114730300_4,2013-03-16T00:27:47.155Z,"San Francisco Bay area, California",earthquake
1990-03-13T21:09:11.600Z,37.783,-122.227,7,2.2,ml,,,,,pde,pde19900313210911600_7,2013-03-16T00:26:17.719Z,"San Francisco Bay area, California",earthquake
1989-08-24T12:46:28.700Z,37.878,-122.218,5,2.4,ml,,,,,pde,pde19890824124628700_5,2013-03-16T00:24:41.485Z,"San Francisco Bay area, California",earthquake
1989-08-23T20:31:02.600Z,37.863,-122.235,2,2.5,ml,,,,,pde,pde19890823203102600_2,2013-03-16T00:24:40.936Z,"San Francisco Bay area, California",earthquake
1988-04-18T22:30:54.800Z,37.878,-122.23,6,2.1,ml,,,,,pde,pde19880418223054800_6,2013-03-16T00:21:09.892Z,"San Francisco Bay area, California",earthquake
